cust_id,income,age,years_with_bank,nbr_children,gender,marital_status,postal_code,state_code
27251340,61328.0,56,8,1,F,2,90112,CA
16359192,4386.7,26,5,3,F,3,92173,CA
13634340,41069.0,58,8,1,M,1,10149,NY
23166121,22220.9,45,1,0,M,2,46256,IN
23174706,15368.7,54,7,0,F,1,92126,CA
31357418,143138.2,30,0,3,F,2,10236,NY
20443185,0.0,20,9,2,F,1,97254,OR
29987650,27632.0,51,11,1,M,2,10171,NY
28618107,0.0,18,3,1,F,1,60606,IL
16358904,930.5,65,5,3,M,3,19133,PA
16351848,0.0,16,8,3,F,1,78473,TX
25887728,2932.1,67,4,0,F,1,90159,CA
27265040,0.0,16,3,0,F,1,90174,CA
21802448,82266.6,47,10,3,F,2,78473,TX
13627770,21746.0,31,1,4,F,4,90054,CA
28620858,2614.3,33,2,3,M,2,60634,IL
24536394,23081.4,68,6,2,F,1,74168,OK
14989502,31944.0,34,4,3,M,2,90065,CA
25894986,11313.0,62,9,0,M,1,10185,NY
21809584,0.0,15,3,1,F,1,96849,HI
16357800,0.0,17,9,3,F,1,94150,CA
21806688,44652.4,81,4,1,M,2,94162,CA
24539778,59603.4,57,5,2,M,2,46240,IN
25898900,2393.8,42,5,0,M,1,02158,MA
23169011,8806.1,36,2,3,M,2,60632,IL
23168195,6460.3,33,8,0,M,1,35236,AL
27251700,56186.0,69,11,0,M,2,60666,IL
25899470,3085.2,38,5,2,M,4,40213,KY
13625850,28093.0,70,10,1,M,2,60666,IL
17717206,0.0,11,8,2,M,1,90105,CA
14991130,12026.3,20,5,2,F,1,15279,PA
28624953,218.2,80,10,1,M,2,55174,MN
20450805,6370.5,60,7,3,F,2,48202,MI
14990844,74842.9,50,10,2,M,1,33128,FL
31338650,0.0,15,0,0,M,1,10138,NY
21808928,16523.0,77,10,1,M,2,14667,NY
16361916,6314.3,72,8,3,M,2,77292,TX
17718285,18071.3,72,9,2,F,2,10167,NY
27251820,53872.0,64,6,0,F,1,44114,OH
24542262,21499.2,42,0,3,M,2,97203,OR
27252880,6742.0,19,6,0,F,1,14686,NY
14993473,22924.0,44,4,3,M,2,20126,DC
14991658,10832.8,44,4,4,F,2,97254,OR
23168008,49296.7,63,9,2,F,2,94174,CA
28619241,1643.5,19,4,1,M,1,60625,IL
29990048,43648.0,55,5,2,F,4,43630,OH
19087908,59544.8,40,10,3,M,2,80268,CO
20450130,49050.0,58,5,3,F,4,77061,TX
25901750,7553.3,62,9,2,M,2,90174,CA
24532146,0.0,19,2,2,M,1,10126,NY
19088804,55918.8,42,2,6,F,4,96802,HI
13634940,26848.0,68,2,1,F,2,77292,TX
17718649,22414.6,56,3,2,F,1,19155,PA
19087376,76505.8,49,9,1,M,1,76129,TX
23171493,0.0,19,7,0,M,1,32235,FL
14992186,7126.9,67,7,2,F,2,45246,OH
21803296,0.0,15,10,1,F,1,63137,MO
27258220,87474.0,66,8,0,M,2,90005,CA
31340053,55464.5,48,8,1,F,2,79913,TX
20448435,11551.5,30,6,3,M,2,40214,KY
16355712,4237.6,52,12,4,F,2,68180,NB
14993143,4878.5,67,7,2,F,2,10101,NY
23176202,11059.0,51,7,0,F,1,94299,CA
31348310,69634.8,45,1,0,F,1,90087,CA
27253120,35168.0,64,6,0,M,4,77158,TX
24535242,20880.0,20,3,2,M,1,60606,IL
23165373,0.0,18,6,0,F,1,90750,CA
16361460,7868.9,58,8,4,F,2,21207,MD
17716504,40803.1,38,5,2,F,1,90138,CA
21803904,9406.8,89,12,1,F,2,53206,WI
20438460,21535.5,82,9,2,F,2,60647,IL
25905721,2269.4,45,2,1,M,2,97203,OR
20437440,0.0,18,4,2,M,1,77058,TX
31341456,37533.7,50,0,1,F,2,77036,TX
14989755,30398.5,42,2,4,F,4,63137,MO
20444475,42603.0,79,6,2,M,2,53268,WI
23177035,9291.8,27,2,0,M,2,64199,MO
20446065,2347.5,87,4,2,F,2,79931,TX
19082028,57113.0,67,7,1,F,2,10146,NY
14997829,4602.4,29,8,3,F,2,78468,TX
16350324,3700.6,47,4,3,M,2,94145,CA
16355952,4903.7,54,4,5,F,2,19136,PA
17713137,0.0,13,5,2,F,1,10138,NY
31357625,25309.2,72,2,0,F,2,53244,WI
19084310,21421.4,70,8,1,M,2,64115,MO
19085248,13459.6,66,6,1,F,2,10079,NY
21809488,2701.4,79,12,1,M,2,55174,MN
29991874,185204.8,42,12,0,M,1,75286,TX
24525000,102074.4,42,0,2,M,1,75370,TX
16357296,5840.9,27,6,5,F,2,78734,TX
13625470,30413.0,38,4,1,M,2,10126,NY
24526998,43407.0,50,8,3,F,2,79913,TX
29987958,67100.0,62,12,2,F,2,78738,TX
29975682,98432.4,36,6,2,F,2,60623,IL
17720170,0.0,12,4,2,F,1,78738,TX
13624980,9849.0,61,1,1,F,2,10007,NY
24528996,79552.8,32,0,3,F,2,10259,NY
31358683,4558.6,28,7,0,M,1,94606,CA
19078150,96506.2,53,3,2,M,3,63152,MO
28617456,4275.2,43,3,1,F,1,20353,DC
20444715,24414.0,45,2,5,F,4,60636,IL
14992197,17374.5,65,5,2,M,2,45246,OH
13631300,16238.0,34,4,3,M,4,40213,KY
19078108,61874.4,31,1,2,F,2,10259,NY
24542820,0.0,17,7,2,F,1,96802,HI
29984856,63500.8,64,14,1,M,4,92178,CA
14995112,11166.1,36,6,2,M,4,92806,CA
27269180,23888.0,40,2,1,M,2,97203,OR
31350748,108290.9,43,3,1,F,2,10171,NY
17712357,72654.4,31,8,4,F,3,37208,TN
31341755,78384.0,49,2,0,F,1,77287,TX
16359576,11822.2,41,11,5,M,2,60606,IL
13629830,0.0,16,8,1,M,1,60636,IL
24532704,37243.8,46,4,2,M,1,10056,NY
24532092,107175.6,59,7,2,M,1,10185,NY
19086956,17669.4,67,7,1,F,4,10007,NY
14988809,35367.2,34,4,2,F,2,77210,TX
31348218,25394.3,83,3,0,F,2,77168,TX
28621551,8337.8,54,4,2,F,2,90003,CA
20448015,12057.0,85,2,2,F,2,90046,CA
24534864,78134.4,42,0,6,F,2,73179,OK
23163384,5683.6,38,4,2,F,3,92513,CA
28629972,12225.6,56,4,3,F,2,55113,MN
23162772,20886.1,38,4,3,M,4,74155,OK
20442915,0.0,18,7,2,F,1,90105,CA
31340283,7596.9,61,1,0,F,3,85216,AZ
29989256,71612.2,52,12,5,M,2,94150,CA
25890844,1373.7,67,4,0,M,2,55402,MN
19083078,0.0,16,4,1,F,1,10171,NY
31357901,9768.1,55,5,1,F,2,48202,MI
20443485,65572.5,38,5,4,F,2,60634,IL
31344952,159693.6,58,8,2,F,2,94174,CA
27264280,16690.0,19,6,0,F,1,92155,CA
31347459,45592.9,55,5,1,M,2,97237,OR
20444850,0.0,21,3,2,F,1,77140,TX
31338466,100970.0,36,6,2,F,2,10152,NY
25901446,2318.4,84,11,0,M,2,38177,TN
23170762,29571.5,35,1,3,M,3,02172,MA
31358246,56046.4,63,3,0,F,1,10007,NY
24527682,16156.8,30,7,3,F,2,10153,NY
25904790,5418.4,36,3,2,M,3,85022,AZ
19085808,31861.2,31,1,3,F,2,90110,CA
24525234,50504.4,34,2,4,F,4,10070,NY
23167090,54592.6,47,3,0,F,1,19126,PA
23174451,58654.5,61,7,1,M,2,60622,IL
27254000,12390.0,75,7,0,F,4,92517,CA
21814288,0.0,16,4,1,F,1,10160,NY
29986682,115592.4,40,10,3,M,4,92811,CA
28618485,9152.2,43,3,6,F,2,64132,MO
21809312,94806.4,32,5,1,M,1,76017,TX
13625580,0.0,16,8,1,M,1,94654,CA
31343112,8321.4,89,9,0,F,2,53206,WI
27263460,55298.0,58,10,1,M,2,92817,CA
16352388,4930.0,22,7,3,M,1,77076,TX
28631085,485.9,89,9,1,F,2,74146,OK
31347413,91319.2,53,3,1,F,2,90003,CA
14989920,20686.6,21,6,2,M,1,60665,IL
13627820,29579.0,44,4,1,M,1,94256,CA
14991449,49051.2,45,5,6,M,2,90105,CA
13633040,14780.0,89,9,1,F,4,90180,CA
25890958,5517.6,37,4,1,M,2,90065,CA
28631022,2834.4,62,2,1,F,2,80228,CO
31338765,61175.4,57,6,0,M,2,94161,CA
31354589,38131.7,35,5,2,M,2,37232,TN
28622559,2659.4,56,6,2,F,4,60664,IL
13629980,0.0,18,3,1,F,1,19136,PA
27263660,93740.0,59,11,0,M,2,90128,CA
19079928,47188.4,57,7,2,M,2,07117,NJ
17720989,0.0,11,10,2,F,1,94150,CA
20447370,19722.0,53,10,2,M,1,44101,OH
17718766,0.0,11,10,2,F,1,60636,IL
24539868,136602.0,42,0,2,M,3,90173,CA
13630550,34473.0,53,3,2,M,2,53277,WI
14993506,10237.7,43,3,2,F,1,92802,CA
29991896,78117.6,61,11,1,F,2,77105,TX
17722497,57599.1,49,6,3,M,2,77105,TX
31349529,72171.7,41,1,2,F,2,46261,IN
27266880,26248.0,66,8,0,F,2,85047,AZ
23171221,3148.8,70,6,0,F,2,10101,NY
16356420,1735.0,63,3,3,M,2,53217,WI
24532362,177418.8,45,3,3,F,3,60650,IL
23178786,15637.8,49,4,1,F,2,97203,OR
28613991,1282.7,20,5,1,M,1,87194,NM
29978762,50122.6,30,9,0,F,1,70156,LA
28618212,2615.8,32,2,3,M,2,60601,IL
19087348,18895.8,62,2,1,F,2,80228,CO
13625980,49437.0,48,8,3,F,2,28224,NC
19080292,13787.2,43,3,3,F,2,97254,OR
20443635,147849.0,48,5,3,F,3,60650,IL
25897152,6672.2,62,9,1,F,2,80243,CO
27265940,18702.0,46,8,0,F,1,85701,AZ
24530688,21452.4,21,4,2,F,1,40230,KY
27262840,81342.0,30,2,2,M,3,60651,IL
25888811,11647.0,55,2,2,M,2,87194,NM
14996663,18551.5,21,6,2,F,1,55113,MN
21806896,103230.4,53,6,2,F,2,90003,CA
27251420,12216.0,19,6,0,M,1,87194,NM
25901066,1585.6,24,6,0,F,1,92155,CA
25902738,9633.8,60,7,1,M,2,90029,CA
27254560,64130.0,48,10,1,M,2,10104,NY
23171646,25989.6,45,1,1,F,4,73130,OK
14997763,7233.6,47,7,2,M,1,87193,NM
20442960,26418.0,35,2,5,F,4,10178,NY
20447385,16543.5,51,6,2,M,1,87129,NM
27257740,158114.0,57,8,0,M,3,38132,TN
24527178,5945.4,63,1,2,F,3,85216,AZ
27250480,0.0,15,9,0,F,1,90061,CA
27268180,18758.0,69,11,0,F,2,10276,NY
24532398,78726.6,68,6,2,M,2,90005,CA
31352358,19276.3,44,4,0,F,2,07171,NJ
17724876,27203.8,66,3,2,M,4,10187,NY
13625730,40798.0,37,7,3,M,2,10161,NY
21812928,70603.0,22,4,2,M,2,10260,NY
17724304,47583.9,61,8,2,M,2,10276,NY
23170643,8991.4,60,6,1,F,4,60664,IL
28622202,600.2,84,4,1,M,4,92505,CA
25896677,0.0,20,9,0,M,1,60636,IL
29974758,122953.6,40,10,2,F,3,37208,TN
17721795,75039.9,53,10,3,M,4,10229,NY
28616553,550.2,23,2,1,M,1,19107,PA
24528276,52272.0,34,2,3,M,2,90065,CA
24533496,106284.6,57,5,2,M,1,78204,TX
17723589,51781.6,54,9,2,M,1,60634,IL
24538104,65226.6,43,1,2,M,1,02189,MA
27254880,7236.0,89,11,0,F,2,53206,WI
13625400,49731.0,63,3,1,F,2,60639,IL
20447970,90156.0,61,8,4,M,2,94225,CA
19079508,19250.0,20,2,1,M,1,60625,IL
20438100,74596.5,67,4,2,F,2,60639,IL
29980016,70543.0,53,13,1,M,2,10104,NY
28615041,693.6,62,2,1,F,3,85216,AZ
25903403,16023.6,48,5,4,F,4,90106,CA
19086032,57489.6,56,6,2,F,2,93769,CA
21801952,90472.2,69,12,1,M,1,92505,CA
14993187,0.0,18,3,2,M,1,90095,CA
29975814,0.0,18,10,0,F,1,10181,NY
29977486,15411.0,82,12,0,F,3,76164,TX
17712838,57033.6,37,4,2,F,2,94145,CA
13630250,0.0,15,7,1,F,1,46261,IN
29989190,14058.0,46,6,0,M,2,07171,NJ
13626620,4604.0,66,6,1,F,2,10014,NY
25887291,10618.7,40,7,2,F,3,37208,TN
31337178,24612.3,76,6,0,F,3,75230,TX
16358568,1752.4,22,7,3,F,1,92155,CA
25903441,0.0,19,8,0,F,1,90106,CA
31345803,0.0,13,5,0,F,1,90105,CA
20449230,38743.5,34,10,2,F,1,20129,DC
31357671,12622.4,33,3,3,F,2,92173,CA
27254100,55270.0,40,2,2,F,4,63137,MO
29991676,19811.0,31,10,1,F,2,90166,CA
23167617,8864.4,29,4,2,M,4,30359,GA
29986374,0.0,21,6,0,M,1,90095,CA
13627760,27269.0,69,4,1,M,2,37228,TN
31340398,36783.9,30,0,3,F,2,33157,FL
14994386,64623.9,52,2,4,F,2,23541,VA
14992571,6055.5,20,5,2,F,1,28223,NC
27265640,51658.0,29,10,0,F,1,20129,DC
19083988,56939.4,31,1,3,M,3,60651,IL
21802192,62329.8,45,8,1,F,1,96839,HI
29985516,72732.0,46,6,0,M,1,90015,CA
13631470,20870.0,49,9,6,F,2,94150,CA
23172122,2300.4,69,2,0,M,1,92708,CA
20450145,0.0,20,2,2,M,1,77061,TX
20439480,74794.5,60,7,2,M,2,75270,TX
28613403,16237.6,37,7,3,M,2,10152,NY
19082070,8601.6,23,2,1,F,2,75328,TX
28617624,759.8,90,10,1,F,2,53206,WI
17724538,48341.8,32,9,2,M,1,87137,NM
16360032,7120.0,55,5,3,M,2,55422,MN
28626066,1760.0,45,5,1,F,2,07171,NJ
13628940,59542.0,58,8,1,M,1,10185,NY
13626860,19019.0,71,1,1,F,4,19138,PA
28613382,9219.0,37,7,3,F,2,10152,NY
29988002,0.0,20,5,0,M,1,78738,TX
16352364,1228.1,86,6,3,F,1,33653,FL
28627452,1900.5,66,6,1,F,2,44127,OH
28631673,1920.7,81,1,1,M,4,32284,FL
23175199,13977.1,69,5,0,F,2,43653,OH
29994690,30824.2,34,13,2,F,3,85023,AZ
17713423,7940.4,15,7,2,M,1,87194,NM
17721600,27319.5,14,6,2,M,1,94225,CA
14997686,40904.6,38,8,2,M,1,87137,NM
27259560,66120.0,41,3,0,M,1,90015,CA
25891832,6092.4,53,10,1,M,2,10104,NY
17721171,51613.9,34,11,2,F,1,07160,NJ
17718948,30356.3,47,4,4,F,2,19136,PA
29986858,0.0,20,12,0,F,1,73130,OK
29974582,45881.0,41,11,2,F,2,10209,NY
21815728,24104.6,28,9,1,M,2,20271,DC
27256500,20468.0,18,5,0,F,1,94174,CA
16352280,5067.5,50,10,4,F,2,89194,NV
16351668,0.0,17,9,3,F,1,92705,CA
25887956,0.0,20,9,0,F,1,90061,CA
17720456,17283.5,34,11,5,F,2,90048,CA
27260700,16524.0,60,2,0,M,2,53217,WI
14996399,18389.8,25,4,3,F,2,10260,NY
23175624,16158.2,35,1,2,F,2,90110,CA
17717947,5590.0,20,6,2,F,1,92173,CA
25887975,1197.0,82,9,0,F,1,60613,IL
21804592,0.0,14,9,1,M,1,64132,MO
17721535,0.0,13,5,2,M,1,64136,MO
25900230,0.0,22,4,0,F,1,60607,IL
16358436,17348.5,59,9,4,M,2,60622,IL
27251440,0.0,17,4,0,M,1,87194,NM
21810464,7605.0,29,11,3,F,4,94272,CA
25894682,1871.1,47,4,2,F,2,97254,OR
13634480,27239.0,58,8,1,M,1,90195,CA
21815520,47814.0,38,11,3,F,2,33237,FL
25901370,1128.6,33,5,1,F,2,40214,KY
21808464,0.0,14,9,1,M,1,32235,FL
19087404,16846.2,86,6,1,M,2,74146,OK
25894150,1702.6,91,8,0,M,4,89149,NV
28627179,0.0,17,2,1,M,1,94225,CA
17713436,0.0,13,5,2,M,1,87194,NM
23163996,4511.3,71,7,0,M,2,98137,WA
29978124,15199.8,59,7,2,F,3,14686,NY
31348931,0.0,17,2,0,F,1,19136,PA
16354068,9096.2,36,6,6,M,3,21231,MD
14996740,0.0,15,7,2,M,1,90106,CA
19085486,86639.0,53,3,3,F,2,90174,CA
25896392,3250.9,73,10,0,F,1,75204,TX
29989542,27632.0,36,6,2,F,2,80986,CO
28628523,2786.5,51,1,2,M,2,07303,NJ
29985912,51372.2,56,6,2,F,2,19136,PA
16349988,7807.8,68,8,3,M,2,10007,NY
13632110,44472.0,48,7,1,F,1,94187,CA
23166257,5521.7,23,4,0,F,1,90191,CA
24528744,27442.8,31,4,2,M,1,10164,NY
25895860,0.0,22,4,0,F,1,10047,NY
28622853,4347.4,31,1,2,F,3,48206,MI
23165033,6373.0,33,8,1,F,2,10153,NY
13630070,22437.0,65,5,1,M,2,78277,TX
20441445,31797.0,55,2,3,F,2,94103,CA
24535350,22608.0,48,6,3,M,2,10171,NY
17713371,39863.2,52,9,3,F,2,90112,CA
27258040,37520.0,48,7,0,F,1,10230,NY
25905341,795.0,32,8,1,F,2,78468,TX
28628439,1540.4,29,8,2,M,2,90166,CA
14989436,7953.0,64,4,2,M,2,55402,MN
19088174,10036.6,40,10,1,F,1,85726,AZ
24532902,85080.6,56,4,3,M,4,10047,NY
21815024,10878.4,27,9,2,F,2,78468,TX
28612920,12259.2,50,3,5,F,4,90061,CA
19082056,27046.6,25,4,1,M,2,75328,TX
25902016,0.0,21,3,0,F,1,07303,NJ
24528456,0.0,15,5,2,M,1,89194,NV
23168110,7762.4,23,4,0,F,1,15279,PA
28628397,6701.1,45,5,1,M,1,10118,NY
24529842,50193.0,36,3,2,F,1,94149,CA
25887557,1099.5,23,5,0,M,1,90785,CA
27251920,0.0,15,2,0,F,1,77083,TX
14990107,48081.0,33,3,4,F,3,10051,NY
31359304,62649.7,57,7,0,M,1,90195,CA
28619892,7078.3,57,7,2,M,2,07117,NJ
20440320,35844.0,39,6,3,M,2,97203,OR
14988006,11027.5,37,7,2,F,2,10126,NY
20437485,55770.0,70,7,2,M,2,10007,NY
23179160,5707.0,27,2,0,F,1,21257,MD
29993084,147246.0,63,13,0,F,2,46240,IN
21810208,34156.2,72,5,1,F,2,78754,TX
27249960,19698.0,60,2,0,F,2,10007,NY
23166903,19353.2,74,10,0,F,2,90067,CA
19078626,38161.2,70,10,1,F,2,90067,CA
25903745,2486.5,27,3,0,M,2,64199,MO
13634550,37471.0,56,6,2,F,2,21207,MD
31349207,219845.5,53,3,1,M,2,80243,CO
24541380,51332.4,33,1,4,M,3,85022,AZ
23165475,7531.7,68,4,0,F,2,55402,MN
14988248,0.0,18,3,2,M,1,90112,CA
25903194,14419.1,45,2,0,M,3,90173,CA
24527268,28787.4,32,0,5,F,2,33157,FL
20441805,0.0,19,8,2,M,1,64132,MO
20447025,27525.0,43,7,4,F,2,92821,CA
28612710,2268.0,90,10,1,F,2,46260,IN
25892079,1431.5,66,3,0,F,2,19160,PA
24540318,0.0,17,7,2,F,1,02149,MA
28619724,0.0,18,3,1,M,1,02171,MA
25887633,0.0,22,4,0,F,1,94164,CA
31346309,28526.9,31,1,3,M,2,60632,IL
28612668,2058.4,67,7,1,F,3,63105,MO
17723069,25530.7,21,7,3,F,2,77159,TX
31356015,54581.3,22,1,0,M,2,85028,AZ
16354260,480.7,37,7,3,F,2,78404,TX
25904904,2806.1,36,3,3,F,2,90122,CA
27261620,83752.0,37,9,0,F,1,40263,KY
20450775,3471.0,93,10,2,F,2,74146,OK
20444535,112681.5,63,10,2,F,4,60663,IL
21800048,15046.2,18,6,1,M,1,90785,CA
25904353,806.9,60,7,1,F,2,48202,MI
13627450,11410.0,83,3,1,M,2,53206,WI
14989733,29574.6,36,6,2,F,2,95101,CA
23172853,6387.9,28,3,2,M,2,78734,TX
27267900,28022.0,29,10,2,F,3,85023,AZ
19077520,11594.8,74,4,1,F,2,92149,CA
27252360,168240.0,57,9,0,M,2,85206,AZ
24533748,74970.0,32,0,5,M,3,02172,MA
28612563,1215.3,19,4,1,M,1,90785,CA
27263820,52224.0,36,8,0,M,2,37215,TN
19083106,35596.4,47,7,2,F,2,96822,HI
20440230,43560.0,37,4,3,M,2,90065,CA
14995563,41181.8,64,4,2,M,2,10079,NY
20450670,47598.0,40,7,5,M,2,92173,CA
20440800,28209.0,24,6,2,M,1,60665,IL
13634910,0.0,15,7,1,M,1,96802,HI
29977618,70734.4,37,7,0,F,2,77210,TX
21802736,59235.8,25,7,1,F,1,70156,LA
19076008,0.0,18,3,1,M,1,87194,NM
20440350,36196.5,52,9,3,F,2,89194,NV
29977046,25795.0,35,5,0,M,1,10210,NY
17715620,3529.5,57,4,2,M,2,19160,PA
19078780,107647.4,43,3,1,F,1,19126,PA
24531624,26778.6,35,3,5,F,2,60621,IL
20446365,0.0,20,2,2,M,1,78738,TX
16351440,6299.0,34,4,3,M,2,77210,TX
28626528,19765.8,52,2,3,M,2,60607,IL
20439105,36675.0,49,6,3,M,2,98133,WA
21808688,54184.0,42,5,2,M,2,20126,DC
17721145,19891.3,65,10,2,M,2,64115,MO
13629850,11485.0,71,1,1,F,2,46288,IN
16360044,17710.4,46,6,7,F,4,90106,CA
14992846,45815.0,32,2,5,M,3,02172,MA
28625058,4600.9,52,2,2,M,2,96849,HI
28630665,8664.8,35,5,4,M,2,10236,NY
29975044,34166.0,62,12,2,M,2,90785,CA
20444445,6762.0,74,6,2,F,1,28220,NC
17713761,15737.8,15,7,2,M,1,77083,TX
25895005,5013.5,61,8,1,M,2,10126,NY
25887215,4311.1,30,6,0,F,1,10140,NY
20452275,29794.5,53,10,2,F,1,98111,WA
13631030,44307.0,34,4,4,M,2,90145,CA
23167175,8571.1,74,10,0,F,2,37228,TN
28620753,0.0,16,8,1,M,1,97248,OR
19075798,26994.8,41,1,5,M,4,94654,CA
14993088,38628.7,59,9,3,F,2,80243,CO
23174536,1917.7,75,1,0,F,2,60624,IL
19082364,69209.0,45,5,5,M,2,32235,FL
16351068,6441.5,67,7,3,F,2,98137,WA
29982546,60066.6,64,14,1,F,3,02171,MA
28631988,1743.2,83,3,1,M,1,46214,IN
27268420,3964.0,28,9,0,M,1,94606,CA
23172088,0.0,18,6,0,F,1,14622,NY
16355676,3620.8,63,3,3,F,1,19155,PA
31354474,13312.4,35,5,2,F,2,78784,TX
20443545,44355.0,54,5,2,F,1,75256,TX
28613655,5585.6,58,7,1,M,2,94161,CA
13633760,23883.0,76,6,1,M,2,53244,WI
23170456,12148.1,73,9,0,F,1,75204,TX
31351231,49824.9,54,4,1,F,2,96849,HI
13630660,3240.0,65,2,1,M,1,92708,CA
29988662,0.0,19,11,0,M,1,32228,FL
24529374,21502.8,62,0,2,F,4,38132,TN
20438670,0.0,22,4,2,F,1,19152,PA
23168212,4203.2,71,7,0,F,3,38166,TN
29976100,0.0,20,5,0,M,1,10138,NY
31341870,55501.3,47,7,1,F,2,89194,NV
14991372,37076.6,58,8,3,M,2,07117,NJ
19081790,16079.0,71,1,1,F,2,46288,IN
28620627,16602.0,58,7,1,M,3,38132,TN
24541200,88664.4,51,9,2,F,2,10208,NY
23165764,0.0,18,6,0,M,1,89194,NV
19075672,62375.6,60,10,3,F,4,10138,NY
21811984,160901.0,52,5,3,F,2,90174,CA
29996450,54593.0,37,7,2,M,2,43272,OH
13633350,2807.0,55,3,1,F,2,55422,MN
24537366,84081.6,49,7,5,F,3,90047,CA
23164744,35402.7,60,6,0,M,2,75270,TX
13629760,20179.0,50,10,2,F,2,68180,NB
25897874,1768.3,46,3,0,F,1,92802,CA
17718363,31317.0,63,10,2,M,2,40564,KY
24531084,38628.0,55,2,2,F,2,85068,AZ
13626660,0.0,16,8,1,F,1,90750,CA
13631350,18350.0,39,6,3,F,2,92821,CA
29984988,95297.4,35,5,3,F,2,95137,CA
16361748,6872.9,56,6,3,M,3,10091,NY
20437545,8680.5,23,5,2,M,1,90785,CA
25888982,0.0,22,4,0,F,1,19152,PA
20440155,17718.0,37,4,4,M,4,73154,OK
13634530,12728.0,36,3,1,M,1,33654,FL
14989227,30740.6,41,10,2,F,1,90191,CA
13629390,47267.0,55,5,2,M,4,10047,NY
24541848,10989.0,28,5,3,F,2,38140,TN
20441295,20028.0,53,10,2,F,1,43241,OH
14995343,41811.0,62,2,2,M,2,44127,OH
25896810,0.0,21,3,0,F,1,77140,TX
27268820,14338.0,39,11,0,F,1,85726,AZ
31342537,54838.9,59,9,1,F,2,60665,IL
17722315,22826.7,47,4,2,F,2,90186,CA
19077828,27704.6,40,10,1,M,1,40218,KY
24529122,0.0,15,5,2,M,1,10104,NY
20439030,47244.0,30,6,3,F,3,90120,CA
13632610,19494.0,47,7,1,F,1,10098,NY
31357993,36211.2,50,0,2,F,2,10160,NY
13633140,11375.0,27,6,2,M,2,77159,TX
20443230,66106.5,44,11,5,F,2,60632,IL
19078724,143200.4,57,7,3,F,3,60606,IL
24532506,81835.2,59,7,2,F,2,46249,IN
16355748,2659.4,58,8,4,F,4,60664,IL
23164574,24705.9,74,10,0,M,1,92505,CA
24531282,39601.8,46,4,2,F,1,37209,TN
31346470,0.0,14,6,0,F,1,97248,OR
20438355,28923.0,45,2,6,M,4,94654,CA
21811568,63356.8,33,6,4,F,2,07139,NJ
17716582,0.0,12,4,2,M,1,60654,IL
28627368,567.2,71,1,1,F,2,60624,IL
31357970,29837.9,50,0,2,M,2,10160,NY
19086634,43475.6,56,6,3,M,2,55113,MN
19087572,19335.4,51,1,1,F,3,68108,NB
14989282,5064.4,67,7,2,F,2,10014,NY
20438700,44044.5,41,8,5,F,4,94293,CA
19087530,19615.4,30,9,3,F,3,85023,AZ
16359864,14055.3,61,11,3,F,2,46240,IN
14990525,13279.2,71,11,2,F,2,37228,TN
31358315,61140.9,23,2,2,F,2,90013,CA
31341410,20417.1,26,5,0,F,1,90025,CA
29977882,75666.8,59,9,0,F,2,75270,TX
19085122,34115.2,34,4,4,F,2,07139,NJ
21800144,8041.8,82,5,1,M,2,46260,IN
14990910,0.0,19,4,2,F,1,46232,IN
17716088,35449.7,64,6,2,M,2,37228,TN
20448240,19861.5,23,5,2,F,1,10229,NY
23175233,43938.4,57,3,2,F,2,90174,CA
17715945,3599.7,14,6,2,F,1,94103,CA
27268200,57036.0,31,3,2,M,3,85022,AZ
29976738,38282.2,23,8,0,M,1,19152,PA
17721613,10449.4,76,3,2,F,2,90046,CA
29979796,112156.0,56,6,1,M,2,60665,IL
25906405,3731.4,41,5,3,F,3,94174,CA
24533640,14761.8,20,3,2,M,1,60664,IL
31340651,55137.9,45,5,0,F,1,96839,HI
23169725,10704.7,79,5,0,F,2,21214,MD
14998269,36000.8,55,5,2,M,3,10091,NY
16358676,5117.3,36,6,6,F,2,07139,NJ
24535026,11687.4,76,4,2,F,2,14667,NY
23177494,9582.9,66,2,0,F,2,80228,CO
17716595,0.0,13,5,2,M,1,60654,IL
19079816,0.0,18,3,1,M,1,02171,MA
27263140,144388.0,32,4,0,M,1,75310,TX
25901978,9429.9,59,6,1,F,2,07303,NJ
16355820,2411.8,73,3,3,F,2,46288,IN
19080264,21194.6,64,4,1,M,2,35233,AL
24531966,142302.6,59,6,2,M,3,38132,TN
16355208,2325.5,55,5,4,F,2,97237,OR
21815760,51643.8,48,11,1,F,1,98111,WA
31340628,23575.0,69,9,0,M,1,20175,DC
14995167,20996.8,54,4,4,F,2,94225,CA
27266360,15502.0,41,3,2,F,4,78429,TX
19076918,33562.2,46,6,1,F,1,96839,HI
21802544,0.0,14,9,1,M,1,48208,MI
25905911,0.0,22,4,0,F,1,40561,KY
27263300,30602.0,69,9,0,M,2,64115,MO
13629660,11041.0,84,4,1,F,2,77168,TX
19087194,4971.4,28,5,3,F,2,93776,CA
16358916,3481.6,38,8,5,M,2,37232,TN
16352676,8588.6,42,11,4,M,2,10259,NY
13632840,36614.0,39,6,2,M,4,33133,FL
23163214,31169.0,41,7,2,F,2,10152,NY
16355244,9756.8,55,5,4,M,2,77095,TX
19087600,68961.2,50,10,1,F,2,10208,NY
16354836,6209.7,52,6,3,F,1,75256,TX
13627170,0.0,17,2,1,F,1,10079,NY
